Julian_Date,Date,Month,Day,Year,Season,Region,Site_HF,Hours_Presence,DayHr,Proportion_Presence,CorrPres,CorArcsin
356,12/22/10,12,22,2010,10winter,West,4,22,24,0.916666667,0.916666667,1.277953555
356,12/22/10,12,22,2010,10winter,Central,6,24,24,1,0.96875,1.393085726
357,12/23/10,12,23,2010,10winter,Central,17,1,24,0.041666667,0.039772727,0.200777231
357,12/23/10,12,23,2010,10winter,West,3,4,24,0.166666667,0.119047619,0.352273709
357,12/23/10,12,23,2010,10winter,Central,11,5,24,0.208333333,0.1953125,0.457762119
357,12/23/10,12,23,2010,10winter,Central,6,6,24,0.25,0.2421875,0.514529696
357,12/23/10,12,23,2010,10winter,Central,18,6,24,0.25,0.233870968,0.50476536
357,12/23/10,12,23,2010,10winter,Tortugas,19,13,24,0.541666667,0.451388889,0.736710145
357,12/23/10,12,23,2010,10winter,Tortugas,21,16,24,0.666666667,0.666666667,0.955316618
357,12/23/10,12,23,2010,10winter,Tortugas,20,17,24,0.708333333,0.708333333,1.000285879
357,12/23/10,12,23,2010,10winter,West,1,17,24,0.708333333,0.671052632,0.959976381
357,12/23/10,12,23,2010,10winter,West,4,17,24,0.708333333,0.708333333,1.000285879
357,12/23/10,12,23,2010,10winter,Central,10,18,24,0.75,0.75,1.047197551
357,12/23/10,12,23,2010,10winter,Central,7,24,24,1,0.933333333,1.309638916
357,12/23/10,12,23,2010,10winter,Central,9,24,24,1,0.953488372,1.353422962
358,12/24/10,12,24,2010,10winter,Central,6,4,24,0.166666667,0.161458333,0.413502161
358,12/24/10,12,24,2010,10winter,Tortugas,21,8,24,0.333333333,0.333333333,0.615479709
358,12/24/10,12,24,2010,10winter,Tortugas,19,9,24,0.375,0.3125,0.593199776
358,12/24/10,12,24,2010,10winter,Central,17,10,24,0.416666667,0.397727273,0.682398503
358,12/24/10,12,24,2010,10winter,Central,11,13,24,0.541666667,0.5078125,0.793210981
358,12/24/10,12,24,2010,10winter,Central,18,13,24,0.541666667,0.50672043,0.792118796
358,12/24/10,12,24,2010,10winter,Tortugas,20,14,24,0.583333333,0.583333333,0.869122203
358,12/24/10,12,24,2010,10winter,West,4,14,24,0.583333333,0.583333333,0.869122203
358,12/24/10,12,24,2010,10winter,Central,10,16,24,0.666666667,0.666666667,0.955316618
358,12/24/10,12,24,2010,10winter,West,3,19,24,0.791666667,0.56547619,0.85106295
358,12/24/10,12,24,2010,10winter,Central,9,20,24,0.833333333,0.794573643,1.100399728
358,12/24/10,12,24,2010,10winter,West,1,20,24,0.833333333,0.789473684,1.094116715
358,12/24/10,12,24,2010,10winter,Central,7,24,24,1,0.933333333,1.309638916
359,12/25/10,12,25,2010,10winter,Central,6,4,24,0.166666667,0.161458333,0.413502161
359,12/25/10,12,25,2010,10winter,Tortugas,19,7,24,0.291666667,0.243055556,0.515542199
359,12/25/10,12,25,2010,10winter,West,4,7,24,0.291666667,0.291666667,0.570510448
359,12/25/10,12,25,2010,10winter,West,1,8,24,0.333333333,0.315789474,0.596743147
359,12/25/10,12,25,2010,10winter,Central,7,11,24,0.458333333,0.427777778,0.71292241
359,12/25/10,12,25,2010,10winter,Central,11,12,24,0.5,0.46875,0.754127782
359,12/25/10,12,25,2010,10winter,Central,17,12,24,0.5,0.477272727,0.762663057
359,12/25/10,12,25,2010,10winter,Central,18,14,24,0.583333333,0.545698925,0.831160953
359,12/25/10,12,25,2010,10winter,West,3,14,24,0.583333333,0.416666667,0.701674124
359,12/25/10,12,25,2010,10winter,Central,9,18,24,0.75,0.715116279,1.007773354
359,12/25/10,12,25,2010,10winter,Central,10,19,24,0.791666667,0.791666667,1.096811456
359,12/25/10,12,25,2010,10winter,Tortugas,21,19,24,0.791666667,0.791666667,1.096811456
359,12/25/10,12,25,2010,10winter,Tortugas,20,24,24,1,1,1.570796327
360,12/26/10,12,26,2010,10winter,Central,17,1,24,0.041666667,0.039772727,0.200777231
360,12/26/10,12,26,2010,10winter,Central,11,2,24,0.083333333,0.078125,0.283282165
360,12/26/10,12,26,2010,10winter,West,3,2,24,0.083333333,0.05952381,0.246462631
360,12/26/10,12,26,2010,10winter,Central,18,4,24,0.166666667,0.155913978,0.405914856
360,12/26/10,12,26,2010,10winter,Tortugas,19,5,24,0.208333333,0.173611111,0.429775431
360,12/26/10,12,26,2010,10winter,West,1,5,24,0.208333333,0.197368421,0.460349956
360,12/26/10,12,26,2010,10winter,Central,7,7,24,0.291666667,0.272222222,0.548900069
360,12/26/10,12,26,2010,10winter,Central,9,8,24,0.333333333,0.317829457,0.598935585
360,12/26/10,12,26,2010,10winter,Tortugas,20,11,24,0.458333333,0.458333333,0.74368312
360,12/26/10,12,26,2010,10winter,Central,6,14,24,0.583333333,0.565104167,0.850687713
360,12/26/10,12,26,2010,10winter,Tortugas,21,17,24,0.708333333,0.708333333,1.000285879
360,12/26/10,12,26,2010,10winter,Central,10,19,24,0.791666667,0.791666667,1.096811456
360,12/26/10,12,26,2010,10winter,West,4,23,24,0.958333333,0.958333333,1.365227396
361,12/27/10,12,27,2010,10winter,Central,11,2,24,0.083333333,0.078125,0.283282165
361,12/27/10,12,27,2010,10winter,West,3,3,24,0.125,0.089285714,0.303442455
361,12/27/10,12,27,2010,10winter,Central,7,6,24,0.25,0.233333333,0.504130041
361,12/27/10,12,27,2010,10winter,Tortugas,21,6,24,0.25,0.25,0.523598776
361,12/27/10,12,27,2010,10winter,Tortugas,19,7,24,0.291666667,0.243055556,0.515542199
361,12/27/10,12,27,2010,10winter,Tortugas,20,9,24,0.375,0.375,0.659058036
361,12/27/10,12,27,2010,10winter,Central,17,12,24,0.5,0.477272727,0.762663057
361,12/27/10,12,27,2010,10winter,Central,18,18,24,0.75,0.701612903,0.992917765
361,12/27/10,12,27,2010,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
361,12/27/10,12,27,2010,10winter,Central,10,21,24,0.875,0.875,1.209429203
361,12/27/10,12,27,2010,10winter,West,4,22,24,0.916666667,0.916666667,1.277953555
361,12/27/10,12,27,2010,10winter,Central,9,24,24,1,0.953488372,1.353422962
361,12/27/10,12,27,2010,10winter,West,1,24,24,1,0.947368421,1.339318963
362,12/28/10,12,28,2010,10winter,Central,7,3,24,0.125,0.116666667,0.348581567
362,12/28/10,12,28,2010,10winter,West,3,10,24,0.416666667,0.297619048,0.577038945
362,12/28/10,12,28,2010,10winter,Tortugas,19,12,24,0.5,0.416666667,0.701674124
362,12/28/10,12,28,2010,10winter,Tortugas,20,15,24,0.625,0.625,0.911738291
362,12/28/10,12,28,2010,10winter,West,4,15,24,0.625,0.625,0.911738291
362,12/28/10,12,28,2010,10winter,Central,6,17,24,0.708333333,0.686197917,0.976192763
362,12/28/10,12,28,2010,10winter,Central,11,21,24,0.875,0.8203125,1.133054137
362,12/28/10,12,28,2010,10winter,Tortugas,21,22,24,0.916666667,0.916666667,1.277953555
362,12/28/10,12,28,2010,10winter,Central,9,24,24,1,0.953488372,1.353422962
362,12/28/10,12,28,2010,10winter,Central,10,24,24,1,1,1.570796327
362,12/28/10,12,28,2010,10winter,Central,17,24,24,1,0.954545455,1.355946494
362,12/28/10,12,28,2010,10winter,Central,18,24,24,1,0.935483871,1.313982409
362,12/28/10,12,28,2010,10winter,West,1,24,24,1,0.947368421,1.339318963
363,12/29/10,12,29,2010,10winter,West,3,3,24,0.125,0.089285714,0.303442455
363,12/29/10,12,29,2010,10winter,Central,7,4,24,0.166666667,0.155555556,0.405420621
363,12/29/10,12,29,2010,10winter,West,4,5,24,0.208333333,0.208333333,0.473984871
363,12/29/10,12,29,2010,10winter,Tortugas,19,10,24,0.416666667,0.347222222,0.630137246
363,12/29/10,12,29,2010,10winter,Tortugas,20,13,24,0.541666667,0.541666667,0.827113207
363,12/29/10,12,29,2010,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
363,12/29/10,12,29,2010,10winter,Central,9,23,24,0.958333333,0.91375969,1.272735588
363,12/29/10,12,29,2010,10winter,West,1,23,24,0.958333333,0.907894737,1.262444629
363,12/29/10,12,29,2010,10winter,Central,10,24,24,1,1,1.570796327
363,12/29/10,12,29,2010,10winter,Central,11,24,24,1,0.9375,1.318116072
363,12/29/10,12,29,2010,10winter,Central,17,24,24,1,0.954545455,1.355946494
363,12/29/10,12,29,2010,10winter,Central,18,24,24,1,0.935483871,1.313982409
363,12/29/10,12,29,2010,10winter,Tortugas,21,24,24,1,1,1.570796327
364,12/30/10,12,30,2010,10winter,Central,7,2,24,0.083333333,0.077777778,0.282634592
364,12/30/10,12,30,2010,10winter,Tortugas,19,4,24,0.166666667,0.138888889,0.381893248
364,12/30/10,12,30,2010,10winter,West,3,7,24,0.291666667,0.208333333,0.473984871
364,12/30/10,12,30,2010,10winter,Central,17,8,24,0.333333333,0.318181818,0.599313896
364,12/30/10,12,30,2010,10winter,Tortugas,20,8,24,0.333333333,0.333333333,0.615479709
364,12/30/10,12,30,2010,10winter,West,4,8,24,0.333333333,0.333333333,0.615479709
364,12/30/10,12,30,2010,10winter,Central,10,12,24,0.5,0.5,0.785398163
364,12/30/10,12,30,2010,10winter,West,1,14,24,0.583333333,0.552631579,0.838127426
364,12/30/10,12,30,2010,10winter,Central,11,16,24,0.666666667,0.625,0.911738291
364,12/30/10,12,30,2010,10winter,Central,18,21,24,0.875,0.818548387,1.130761056
364,12/30/10,12,30,2010,10winter,Tortugas,21,21,24,0.875,0.875,1.209429203
364,12/30/10,12,30,2010,10winter,Central,6,22,24,0.916666667,0.888020833,1.2295807
364,12/30/10,12,30,2010,10winter,Central,9,23,24,0.958333333,0.91375969,1.272735588
365,12/31/10,12,31,2010,10winter,Central,7,0,24,0,0,0
365,12/31/10,12,31,2010,10winter,Central,17,3,24,0.125,0.119318182,0.35269124
365,12/31/10,12,31,2010,10winter,West,4,7,24,0.291666667,0.291666667,0.570510448
365,12/31/10,12,31,2010,10winter,Tortugas,20,8,24,0.333333333,0.333333333,0.615479709
365,12/31/10,12,31,2010,10winter,Tortugas,19,10,24,0.416666667,0.347222222,0.630137246
365,12/31/10,12,31,2010,10winter,Tortugas,21,10,24,0.416666667,0.416666667,0.701674124
365,12/31/10,12,31,2010,10winter,West,1,10,24,0.416666667,0.394736842,0.679341508
365,12/31/10,12,31,2010,10winter,Central,10,11,24,0.458333333,0.458333333,0.74368312
365,12/31/10,12,31,2010,10winter,Central,9,12,24,0.5,0.476744186,0.762133956
365,12/31/10,12,31,2010,10winter,Central,18,13,24,0.541666667,0.50672043,0.792118796
365,12/31/10,12,31,2010,10winter,Central,11,15,24,0.625,0.5859375,0.871764502
365,12/31/10,12,31,2010,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
365,12/31/10,12,31,2010,10winter,West,3,22,24,0.916666667,0.654761905,0.942744268
366,1/1/11,1,1,2011,10winter,Central,7,2,24,0.083333333,0.077777778,0.282634592
366,1/1/11,1,1,2011,10winter,West,4,4,24,0.166666667,0.166666667,0.420534335
366,1/1/11,1,1,2011,10winter,Tortugas,20,5,24,0.208333333,0.208333333,0.473984871
366,1/1/11,1,1,2011,10winter,Central,10,7,24,0.291666667,0.291666667,0.570510448
366,1/1/11,1,1,2011,10winter,Central,17,7,24,0.291666667,0.278409091,0.555825664
366,1/1/11,1,1,2011,10winter,Tortugas,19,8,24,0.333333333,0.277777778,0.555121168
366,1/1/11,1,1,2011,10winter,Tortugas,21,9,24,0.375,0.375,0.659058036
366,1/1/11,1,1,2011,10winter,Central,9,14,24,0.583333333,0.55620155,0.841718738
366,1/1/11,1,1,2011,10winter,West,1,14,24,0.583333333,0.552631579,0.838127426
366,1/1/11,1,1,2011,10winter,West,3,16,24,0.666666667,0.476190476,0.761579632
366,1/1/11,1,1,2011,10winter,Central,11,20,24,0.833333333,0.78125,1.084101372
366,1/1/11,1,1,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
366,1/1/11,1,1,2011,10winter,Central,18,22,24,0.916666667,0.857526882,1.183748669
367,1/2/11,1,2,2011,10winter,Central,17,7,24,0.291666667,0.278409091,0.555825664
367,1/2/11,1,2,2011,10winter,West,1,7,24,0.291666667,0.276315789,0.553487805
367,1/2/11,1,2,2011,10winter,Central,7,10,24,0.416666667,0.388888889,0.673351617
367,1/2/11,1,2,2011,10winter,Central,18,11,24,0.458333333,0.428763441,0.713918376
367,1/2/11,1,2,2011,10winter,West,4,11,24,0.458333333,0.458333333,0.74368312
367,1/2/11,1,2,2011,10winter,Tortugas,20,16,24,0.666666667,0.666666667,0.955316618
367,1/2/11,1,2,2011,10winter,Central,9,17,24,0.708333333,0.675387597,0.964597547
367,1/2/11,1,2,2011,10winter,Central,11,17,24,0.708333333,0.6640625,0.95255716
367,1/2/11,1,2,2011,10winter,Tortugas,21,18,24,0.75,0.75,1.047197551
367,1/2/11,1,2,2011,10winter,West,3,18,24,0.75,0.535714286,0.821142888
367,1/2/11,1,2,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
367,1/2/11,1,2,2011,10winter,Central,10,23,24,0.958333333,0.958333333,1.365227396
368,1/3/11,1,3,2011,10winter,Central,11,6,24,0.25,0.234375,0.50536051
368,1/3/11,1,3,2011,10winter,West,1,6,24,0.25,0.236842105,0.508267246
368,1/3/11,1,3,2011,10winter,Central,17,10,24,0.416666667,0.397727273,0.682398503
368,1/3/11,1,3,2011,10winter,West,3,12,24,0.5,0.357142857,0.640522313
368,1/3/11,1,3,2011,10winter,Central,7,15,24,0.625,0.583333333,0.869122203
368,1/3/11,1,3,2011,10winter,West,4,16,24,0.666666667,0.666666667,0.955316618
368,1/3/11,1,3,2011,10winter,Tortugas,21,17,24,0.708333333,0.708333333,1.000285879
368,1/3/11,1,3,2011,10winter,Central,18,18,24,0.75,0.701612903,0.992917765
368,1/3/11,1,3,2011,10winter,Tortugas,20,18,24,0.75,0.75,1.047197551
368,1/3/11,1,3,2011,10winter,Central,9,22,24,0.916666667,0.874031008,1.207966648
368,1/3/11,1,3,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
368,1/3/11,1,3,2011,10winter,Central,10,24,24,1,1,1.570796327
369,1/4/11,1,4,2011,10winter,Central,17,10,24,0.416666667,0.397727273,0.682398503
369,1/4/11,1,4,2011,10winter,West,1,10,24,0.416666667,0.394736842,0.679341508
369,1/4/11,1,4,2011,10winter,Tortugas,20,12,24,0.5,0.5,0.785398163
369,1/4/11,1,4,2011,10winter,Tortugas,21,18,24,0.75,0.75,1.047197551
369,1/4/11,1,4,2011,10winter,Central,9,19,24,0.791666667,0.754844961,1.052810337
369,1/4/11,1,4,2011,10winter,Central,10,19,24,0.791666667,0.791666667,1.096811456
369,1/4/11,1,4,2011,10winter,Central,7,22,24,0.916666667,0.855555556,1.180936812
369,1/4/11,1,4,2011,10winter,West,3,22,24,0.916666667,0.654761905,0.942744268
369,1/4/11,1,4,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
369,1/4/11,1,4,2011,10winter,Central,11,24,24,1,0.9375,1.318116072
369,1/4/11,1,4,2011,10winter,Central,18,24,24,1,0.935483871,1.313982409
369,1/4/11,1,4,2011,10winter,West,4,24,24,1,1,1.570796327
370,1/5/11,1,5,2011,10winter,West,1,6,24,0.25,0.236842105,0.508267246
370,1/5/11,1,5,2011,10winter,West,4,6,24,0.25,0.25,0.523598776
370,1/5/11,1,5,2011,10winter,West,3,9,24,0.375,0.267857143,0.543984182
370,1/5/11,1,5,2011,10winter,Central,17,10,24,0.416666667,0.397727273,0.682398503
370,1/5/11,1,5,2011,10winter,Central,11,16,24,0.666666667,0.625,0.911738291
370,1/5/11,1,5,2011,10winter,Tortugas,20,16,24,0.666666667,0.666666667,0.955316618
370,1/5/11,1,5,2011,10winter,Central,7,17,24,0.708333333,0.661111111,0.949436152
370,1/5/11,1,5,2011,10winter,Central,10,18,24,0.75,0.75,1.047197551
370,1/5/11,1,5,2011,10winter,Central,18,18,24,0.75,0.701612903,0.992917765
370,1/5/11,1,5,2011,10winter,Central,9,19,24,0.791666667,0.754844961,1.052810337
370,1/5/11,1,5,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
370,1/5/11,1,5,2011,10winter,Tortugas,21,24,24,1,1,1.570796327
371,1/6/11,1,6,2011,10winter,Central,17,2,24,0.083333333,0.079545455,0.285917724
371,1/6/11,1,6,2011,10winter,West,3,2,24,0.083333333,0.05952381,0.246462631
371,1/6/11,1,6,2011,10winter,West,1,3,24,0.125,0.118421053,0.351305218
371,1/6/11,1,6,2011,10winter,Central,11,5,24,0.208333333,0.1953125,0.457762119
371,1/6/11,1,6,2011,10winter,Tortugas,20,6,24,0.25,0.25,0.523598776
371,1/6/11,1,6,2011,10winter,Central,18,7,24,0.291666667,0.272849462,0.549604415
371,1/6/11,1,6,2011,10winter,West,4,7,24,0.291666667,0.291666667,0.570510448
371,1/6/11,1,6,2011,10winter,Central,9,14,24,0.583333333,0.55620155,0.841718738
371,1/6/11,1,6,2011,10winter,Central,7,20,24,0.833333333,0.777777778,1.079913649
371,1/6/11,1,6,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
371,1/6/11,1,6,2011,10winter,Central,10,24,24,1,1,1.570796327
371,1/6/11,1,6,2011,10winter,Tortugas,21,24,24,1,1,1.570796327
372,1/7/11,1,7,2011,10winter,Central,17,1,24,0.041666667,0.039772727,0.200777231
372,1/7/11,1,7,2011,10winter,West,4,4,24,0.166666667,0.166666667,0.420534335
372,1/7/11,1,7,2011,10winter,Central,11,5,24,0.208333333,0.1953125,0.457762119
372,1/7/11,1,7,2011,10winter,Central,18,6,24,0.25,0.233870968,0.50476536
372,1/7/11,1,7,2011,10winter,Tortugas,20,8,24,0.333333333,0.333333333,0.615479709
372,1/7/11,1,7,2011,10winter,West,3,14,24,0.583333333,0.416666667,0.701674124
372,1/7/11,1,7,2011,10winter,Central,7,16,24,0.666666667,0.622222222,0.908871521
372,1/7/11,1,7,2011,10winter,Central,9,17,24,0.708333333,0.675387597,0.964597547
372,1/7/11,1,7,2011,10winter,West,1,18,24,0.75,0.710526316,1.002700926
372,1/7/11,1,7,2011,10winter,Central,6,22,24,0.916666667,0.888020833,1.2295807
372,1/7/11,1,7,2011,10winter,Central,10,24,24,1,1,1.570796327
372,1/7/11,1,7,2011,10winter,Tortugas,21,24,24,1,1,1.570796327
373,1/8/11,1,8,2011,10winter,Central,17,0,24,0,0,0
373,1/8/11,1,8,2011,10winter,Central,11,1,24,0.041666667,0.0390625,0.198952247
373,1/8/11,1,8,2011,10winter,West,1,5,24,0.208333333,0.197368421,0.460349956
373,1/8/11,1,8,2011,10winter,West,4,12,24,0.5,0.5,0.785398163
373,1/8/11,1,8,2011,10winter,Tortugas,20,14,24,0.583333333,0.583333333,0.869122203
373,1/8/11,1,8,2011,10winter,West,3,15,24,0.625,0.446428571,0.731723705
373,1/8/11,1,8,2011,10winter,Central,9,16,24,0.666666667,0.635658915,0.922779141
373,1/8/11,1,8,2011,10winter,Central,7,17,24,0.708333333,0.661111111,0.949436152
373,1/8/11,1,8,2011,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
373,1/8/11,1,8,2011,10winter,Central,18,21,24,0.875,0.818548387,1.130761056
373,1/8/11,1,8,2011,10winter,Central,10,23,24,0.958333333,0.958333333,1.365227396
373,1/8/11,1,8,2011,10winter,Tortugas,21,24,24,1,1,1.570796327
374,1/9/11,1,9,2011,10winter,West,1,5,24,0.208333333,0.197368421,0.460349956
374,1/9/11,1,9,2011,10winter,Central,11,10,24,0.416666667,0.390625,0.675131533
374,1/9/11,1,9,2011,10winter,Central,17,10,24,0.416666667,0.397727273,0.682398503
374,1/9/11,1,9,2011,10winter,West,3,13,24,0.541666667,0.386904762,0.671315657
374,1/9/11,1,9,2011,10winter,Central,18,14,24,0.583333333,0.545698925,0.831160953
374,1/9/11,1,9,2011,10winter,Tortugas,20,14,24,0.583333333,0.583333333,0.869122203
374,1/9/11,1,9,2011,10winter,Central,9,17,24,0.708333333,0.675387597,0.964597547
374,1/9/11,1,9,2011,10winter,West,4,17,24,0.708333333,0.708333333,1.000285879
374,1/9/11,1,9,2011,10winter,Central,7,18,24,0.75,0.7,0.991156586
374,1/9/11,1,9,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
374,1/9/11,1,9,2011,10winter,Central,10,24,24,1,1,1.570796327
374,1/9/11,1,9,2011,10winter,Tortugas,21,24,24,1,1,1.570796327
375,1/10/11,1,10,2011,10winter,Central,18,2,24,0.083333333,0.077956989,0.282968988
375,1/10/11,1,10,2011,10winter,Central,17,4,24,0.166666667,0.159090909,0.410275541
375,1/10/11,1,10,2011,10winter,West,1,4,24,0.166666667,0.157894737,0.408637855
375,1/10/11,1,10,2011,10winter,Central,11,9,24,0.375,0.3515625,0.634688942
375,1/10/11,1,10,2011,10winter,Central,9,10,24,0.416666667,0.397286822,0.681948496
375,1/10/11,1,10,2011,10winter,West,3,13,24,0.541666667,0.386904762,0.671315657
375,1/10/11,1,10,2011,10winter,Central,10,19,24,0.791666667,0.791666667,1.096811456
375,1/10/11,1,10,2011,10winter,Tortugas,20,19,24,0.791666667,0.791666667,1.096811456
375,1/10/11,1,10,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
375,1/10/11,1,10,2011,10winter,West,4,21,24,0.875,0.875,1.209429203
375,1/10/11,1,10,2011,10winter,Central,7,23,24,0.958333333,0.894444444,1.239897585
375,1/10/11,1,10,2011,10winter,Tortugas,21,24,24,1,1,1.570796327
376,1/11/11,1,11,2011,10winter,West,4,0,24,0,0,0
376,1/11/11,1,11,2011,10winter,Central,17,3,24,0.125,0.119318182,0.35269124
376,1/11/11,1,11,2011,10winter,West,1,9,24,0.375,0.355263158,0.638559696
376,1/11/11,1,11,2011,10winter,West,3,10,24,0.416666667,0.297619048,0.577038945
376,1/11/11,1,11,2011,10winter,Central,18,11,24,0.458333333,0.428763441,0.713918376
376,1/11/11,1,11,2011,10winter,Central,9,12,24,0.5,0.476744186,0.762133956
376,1/11/11,1,11,2011,10winter,Central,11,13,24,0.541666667,0.5078125,0.793210981
376,1/11/11,1,11,2011,10winter,Central,10,21,24,0.875,0.875,1.209429203
376,1/11/11,1,11,2011,10winter,Central,7,23,24,0.958333333,0.894444444,1.239897585
376,1/11/11,1,11,2011,10winter,Central,6,24,24,1,0.96875,1.393085726
377,1/12/11,1,12,2011,10winter,Central,17,0,24,0,0,0
377,1/12/11,1,12,2011,10winter,Central,9,1,24,0.041666667,0.039728682,0.20066451
377,1/12/11,1,12,2011,10winter,Central,18,1,24,0.041666667,0.038978495,0.198735339
377,1/12/11,1,12,2011,10winter,West,3,2,24,0.083333333,0.05952381,0.246462631
377,1/12/11,1,12,2011,10winter,West,4,2,24,0.083333333,0.083333333,0.292842772
377,1/12/11,1,12,2011,10winter,Central,11,4,24,0.166666667,0.15625,0.406377781
377,1/12/11,1,12,2011,10winter,West,1,5,24,0.208333333,0.197368421,0.460349956
377,1/12/11,1,12,2011,10winter,Central,6,10,24,0.416666667,0.403645833,0.688437428
377,1/12/11,1,12,2011,10winter,Central,10,10,24,0.416666667,0.416666667,0.701674124
377,1/12/11,1,12,2011,10winter,Central,7,24,24,1,0.933333333,1.309638916
378,1/13/11,1,13,2011,10winter,Central,18,1,24,0.041666667,0.038978495,0.198735339
378,1/13/11,1,13,2011,10winter,West,4,1,24,0.041666667,0.041666667,0.205568931
378,1/13/11,1,13,2011,10winter,Central,9,2,24,0.083333333,0.079457364,0.285754908
378,1/13/11,1,13,2011,10winter,Central,11,2,24,0.083333333,0.078125,0.283282165
378,1/13/11,1,13,2011,10winter,West,3,2,24,0.083333333,0.05952381,0.246462631
378,1/13/11,1,13,2011,10winter,Central,17,6,24,0.25,0.238636364,0.510374678
378,1/13/11,1,13,2011,10winter,West,1,7,24,0.291666667,0.276315789,0.553487805
378,1/13/11,1,13,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
378,1/13/11,1,13,2011,10winter,Central,10,20,24,0.833333333,0.833333333,1.150261992
378,1/13/11,1,13,2011,10winter,Central,7,22,24,0.916666667,0.855555556,1.180936812
379,1/14/11,1,14,2011,10winter,Central,17,6,24,0.25,0.238636364,0.510374678
379,1/14/11,1,14,2011,10winter,Central,11,7,24,0.291666667,0.2734375,0.550264281
379,1/14/11,1,14,2011,10winter,West,1,10,24,0.416666667,0.394736842,0.679341508
379,1/14/11,1,14,2011,10winter,West,4,11,24,0.458333333,0.458333333,0.74368312
379,1/14/11,1,14,2011,10winter,West,3,12,24,0.5,0.357142857,0.640522313
379,1/14/11,1,14,2011,10winter,Central,6,16,24,0.666666667,0.645833333,0.933382565
379,1/14/11,1,14,2011,10winter,Central,10,16,24,0.666666667,0.666666667,0.955316618
379,1/14/11,1,14,2011,10winter,Central,18,16,24,0.666666667,0.623655914,0.91035062
379,1/14/11,1,14,2011,10winter,Central,7,17,24,0.708333333,0.661111111,0.949436152
379,1/14/11,1,14,2011,10winter,Central,9,24,24,1,0.953488372,1.353422962
380,1/15/11,1,15,2011,10winter,West,1,5,24,0.208333333,0.197368421,0.460349956
380,1/15/11,1,15,2011,10winter,West,4,5,24,0.208333333,0.208333333,0.473984871
380,1/15/11,1,15,2011,10winter,Central,11,7,24,0.291666667,0.2734375,0.550264281
380,1/15/11,1,15,2011,10winter,West,3,12,24,0.5,0.357142857,0.640522313
380,1/15/11,1,15,2011,10winter,Central,17,13,24,0.541666667,0.517045455,0.802446921
380,1/15/11,1,15,2011,10winter,Central,18,16,24,0.666666667,0.623655914,0.91035062
380,1/15/11,1,15,2011,10winter,Central,7,17,24,0.708333333,0.661111111,0.949436152
380,1/15/11,1,15,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
380,1/15/11,1,15,2011,10winter,Central,10,21,24,0.875,0.875,1.209429203
380,1/15/11,1,15,2011,10winter,Central,9,23,24,0.958333333,0.91375969,1.272735588
381,1/16/11,1,16,2011,10winter,West,1,1,24,0.041666667,0.039473684,0.200010737
381,1/16/11,1,16,2011,10winter,Central,17,3,24,0.125,0.119318182,0.35269124
381,1/16/11,1,16,2011,10winter,West,4,4,24,0.166666667,0.166666667,0.420534335
381,1/16/11,1,16,2011,10winter,West,3,7,24,0.291666667,0.208333333,0.473984871
381,1/16/11,1,16,2011,10winter,Central,9,11,24,0.458333333,0.437015504,0.722245891
381,1/16/11,1,16,2011,10winter,Central,18,12,24,0.5,0.467741935,0.753117679
381,1/16/11,1,16,2011,10winter,Central,10,18,24,0.75,0.75,1.047197551
381,1/16/11,1,16,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
381,1/16/11,1,16,2011,10winter,Central,11,23,24,0.958333333,0.8984375,1.246450574
381,1/16/11,1,16,2011,10winter,Central,7,24,24,1,0.933333333,1.309638916
382,1/17/11,1,17,2011,10winter,West,4,3,24,0.125,0.125,0.361367124
382,1/17/11,1,17,2011,10winter,West,1,6,24,0.25,0.236842105,0.508267246
382,1/17/11,1,17,2011,10winter,Central,11,9,24,0.375,0.3515625,0.634688942
382,1/17/11,1,17,2011,10winter,Central,17,12,24,0.5,0.477272727,0.762663057
382,1/17/11,1,17,2011,10winter,West,3,13,24,0.541666667,0.386904762,0.671315657
382,1/17/11,1,17,2011,10winter,Central,9,14,24,0.583333333,0.55620155,0.841718738
382,1/17/11,1,17,2011,10winter,Central,10,14,24,0.583333333,0.583333333,0.869122203
382,1/17/11,1,17,2011,10winter,Central,6,17,24,0.708333333,0.686197917,0.976192763
382,1/17/11,1,17,2011,10winter,Central,18,17,24,0.708333333,0.662634409,0.951046158
382,1/17/11,1,17,2011,10winter,Central,7,21,24,0.875,0.816666667,1.128324646
383,1/18/11,1,18,2011,10winter,West,1,4,24,0.166666667,0.157894737,0.408637855
