JDate,Julian_Date,Date,Month,Day,Year,Period,Region,Site_HF,Hours_Presence,DayHr,Proportion_Presence,CorrPres
269,269,9/26/10,9,26,2010,P1,Central,17,20,24,0.833333333,0.833333333
269,269,9/26/10,9,26,2010,P1,Central,18,22,24,0.916666667,0.699561404
269,269,9/26/10,9,26,2010,P1,Tortugas,19,6,24,0.25,0.208333333
269,269,9/26/10,9,26,2010,P1,Tortugas,20,9,24,0.375,0.375
269,269,9/26/10,9,26,2010,P1,Tortugas,21,11,24,0.458333333,0.458333333
270,270,9/27/10,9,27,2010,P1,West,1,22,24,0.916666667,0.870833333
270,270,9/27/10,9,27,2010,P1,West,2,11,24,0.458333333,0.372395833
270,270,9/27/10,9,27,2010,P1,West,4,11,24,0.458333333,0.389583333
270,270,9/27/10,9,27,2010,P1,Central,6,5,24,0.208333333,0.208333333
270,270,9/27/10,9,27,2010,P1,Central,7,23,24,0.958333333,0.958333333
270,270,9/27/10,9,27,2010,P1,Central,8,24,24,1,0.842105263
270,270,9/27/10,9,27,2010,P1,Central,9,24,24,1,1
270,270,9/27/10,9,27,2010,P1,Central,10,20,24,0.833333333,0.833333333
270,270,9/27/10,9,27,2010,P1,Central,11,10,24,0.416666667,0.381944444
270,270,9/27/10,9,27,2010,P1,Central,17,24,24,1,1
270,270,9/27/10,9,27,2010,P1,Central,18,23,24,0.958333333,0.731359649
270,270,9/27/10,9,27,2010,P1,Tortugas,19,13,24,0.541666667,0.451388889
270,270,9/27/10,9,27,2010,P1,Tortugas,20,7,24,0.291666667,0.291666667
270,270,9/27/10,9,27,2010,P1,Tortugas,21,15,24,0.625,0.625
271,271,9/28/10,9,28,2010,P1,West,1,15,24,0.625,0.59375
271,271,9/28/10,9,28,2010,P1,West,2,19,24,0.791666667,0.643229167
271,271,9/28/10,9,28,2010,P1,West,4,14,24,0.583333333,0.495833333
271,271,9/28/10,9,28,2010,P1,Central,6,9,24,0.375,0.375
271,271,9/28/10,9,28,2010,P1,Central,7,24,24,1,1
271,271,9/28/10,9,28,2010,P1,Central,8,20,24,0.833333333,0.701754386
271,271,9/28/10,9,28,2010,P1,Central,9,24,24,1,1
271,271,9/28/10,9,28,2010,P1,Central,10,24,24,1,1
271,271,9/28/10,9,28,2010,P1,Central,11,14,24,0.583333333,0.534722222
271,271,9/28/10,9,28,2010,P1,Central,17,24,24,1,1
271,271,9/28/10,9,28,2010,P1,Central,18,24,24,1,0.763157895
271,271,9/28/10,9,28,2010,P1,Tortugas,19,9,24,0.375,0.3125
271,271,9/28/10,9,28,2010,P1,Tortugas,20,12,24,0.5,0.5
271,271,9/28/10,9,28,2010,P1,Tortugas,21,12,24,0.5,0.5
272,272,9/29/10,9,29,2010,P1,West,1,21,24,0.875,0.83125
272,272,9/29/10,9,29,2010,P1,West,2,12,24,0.5,0.40625
272,272,9/29/10,9,29,2010,P1,West,4,13,24,0.541666667,0.460416667
272,272,9/29/10,9,29,2010,P1,Central,6,23,24,0.958333333,0.958333333
272,272,9/29/10,9,29,2010,P1,Central,7,22,24,0.916666667,0.916666667
272,272,9/29/10,9,29,2010,P1,Central,8,22,24,0.916666667,0.771929825
272,272,9/29/10,9,29,2010,P1,Central,9,24,24,1,1
272,272,9/29/10,9,29,2010,P1,Central,10,24,24,1,1
272,272,9/29/10,9,29,2010,P1,Central,11,21,24,0.875,0.802083333
272,272,9/29/10,9,29,2010,P1,Central,17,22,24,0.916666667,0.916666667
272,272,9/29/10,9,29,2010,P1,Central,18,23,24,0.958333333,0.731359649
272,272,9/29/10,9,29,2010,P1,Tortugas,19,9,24,0.375,0.3125
272,272,9/29/10,9,29,2010,P1,Tortugas,20,11,24,0.458333333,0.458333333
272,272,9/29/10,9,29,2010,P1,Tortugas,21,13,24,0.541666667,0.541666667
273,273,9/30/10,9,30,2010,P1,West,1,17,24,0.708333333,0.672916667
273,273,9/30/10,9,30,2010,P1,West,2,11,24,0.458333333,0.372395833
273,273,9/30/10,9,30,2010,P1,West,4,12,24,0.5,0.425
273,273,9/30/10,9,30,2010,P1,Central,6,1,24,0.041666667,0.041666667
273,273,9/30/10,9,30,2010,P1,Central,7,23,24,0.958333333,0.958333333
273,273,9/30/10,9,30,2010,P1,Central,8,24,24,1,0.842105263
273,273,9/30/10,9,30,2010,P1,Central,9,23,24,0.958333333,0.958333333
273,273,9/30/10,9,30,2010,P1,Central,10,20,24,0.833333333,0.833333333
273,273,9/30/10,9,30,2010,P1,Central,11,20,24,0.833333333,0.763888889
273,273,9/30/10,9,30,2010,P1,Central,17,14,24,0.583333333,0.583333333
273,273,9/30/10,9,30,2010,P1,Central,18,19,24,0.791666667,0.604166667
273,273,9/30/10,9,30,2010,P1,Tortugas,19,11,24,0.458333333,0.381944444
273,273,9/30/10,9,30,2010,P1,Tortugas,20,7,24,0.291666667,0.291666667
273,273,9/30/10,9,30,2010,P1,Tortugas,21,15,24,0.625,0.625
274,274,10/1/10,10,1,2010,P1,West,1,17,24,0.708333333,0.672916667
274,274,10/1/10,10,1,2010,P1,West,2,9,24,0.375,0.3046875
274,274,10/1/10,10,1,2010,P1,West,4,12,24,0.5,0.425
274,274,10/1/10,10,1,2010,P1,Central,6,3,24,0.125,0.125
274,274,10/1/10,10,1,2010,P1,Central,7,24,24,1,1
274,274,10/1/10,10,1,2010,P1,Central,8,24,24,1,0.842105263
274,274,10/1/10,10,1,2010,P1,Central,9,24,24,1,1
274,274,10/1/10,10,1,2010,P1,Central,10,24,24,1,1
274,274,10/1/10,10,1,2010,P1,Central,11,16,24,0.666666667,0.611111111
274,274,10/1/10,10,1,2010,P1,Central,17,9,24,0.375,0.375
274,274,10/1/10,10,1,2010,P1,Central,18,21,24,0.875,0.667763158
274,274,10/1/10,10,1,2010,P1,Tortugas,19,7,24,0.291666667,0.243055556
274,274,10/1/10,10,1,2010,P1,Tortugas,20,11,24,0.458333333,0.458333333
274,274,10/1/10,10,1,2010,P1,Tortugas,21,17,24,0.708333333,0.708333333
275,275,10/2/10,10,2,2010,P1,West,1,18,24,0.75,0.7125
275,275,10/2/10,10,2,2010,P1,West,2,9,24,0.375,0.3046875
275,275,10/2/10,10,2,2010,P1,West,4,13,24,0.541666667,0.460416667
275,275,10/2/10,10,2,2010,P1,Central,6,14,24,0.583333333,0.583333333
275,275,10/2/10,10,2,2010,P1,Central,7,12,24,0.5,0.5
275,275,10/2/10,10,2,2010,P1,Central,8,24,24,1,0.842105263
275,275,10/2/10,10,2,2010,P1,Central,9,24,24,1,1
275,275,10/2/10,10,2,2010,P1,Central,10,22,24,0.916666667,0.916666667
275,275,10/2/10,10,2,2010,P1,Central,11,18,24,0.75,0.6875
275,275,10/2/10,10,2,2010,P1,Central,17,14,24,0.583333333,0.583333333
275,275,10/2/10,10,2,2010,P1,Central,18,24,24,1,0.763157895
275,275,10/2/10,10,2,2010,P1,Tortugas,19,6,24,0.25,0.208333333
275,275,10/2/10,10,2,2010,P1,Tortugas,20,12,24,0.5,0.5
275,275,10/2/10,10,2,2010,P1,Tortugas,21,16,24,0.666666667,0.666666667
276,276,10/3/10,10,3,2010,P1,West,1,12,24,0.5,0.475
276,276,10/3/10,10,3,2010,P1,West,2,7,24,0.291666667,0.236979167
276,276,10/3/10,10,3,2010,P1,West,4,8,24,0.333333333,0.283333333
276,276,10/3/10,10,3,2010,P1,Central,6,7,24,0.291666667,0.291666667
276,276,10/3/10,10,3,2010,P1,Central,7,13,24,0.541666667,0.541666667
276,276,10/3/10,10,3,2010,P1,Central,8,24,24,1,0.842105263
276,276,10/3/10,10,3,2010,P1,Central,9,23,24,0.958333333,0.958333333
276,276,10/3/10,10,3,2010,P1,Central,10,24,24,1,1
276,276,10/3/10,10,3,2010,P1,Central,11,19,24,0.791666667,0.725694444
276,276,10/3/10,10,3,2010,P1,Central,17,18,24,0.75,0.75
276,276,10/3/10,10,3,2010,P1,Central,18,18,24,0.75,0.572368421
276,276,10/3/10,10,3,2010,P1,Tortugas,19,8,24,0.333333333,0.277777778
276,276,10/3/10,10,3,2010,P1,Tortugas,20,12,24,0.5,0.5
276,276,10/3/10,10,3,2010,P1,Tortugas,21,17,24,0.708333333,0.708333333
277,277,10/4/10,10,4,2010,P1,West,1,14,24,0.583333333,0.554166667
277,277,10/4/10,10,4,2010,P1,West,2,18,24,0.75,0.609375
277,277,10/4/10,10,4,2010,P1,West,4,10,24,0.416666667,0.354166667
277,277,10/4/10,10,4,2010,P1,Central,6,9,24,0.375,0.375
277,277,10/4/10,10,4,2010,P1,Central,7,14,24,0.583333333,0.583333333
277,277,10/4/10,10,4,2010,P1,Central,8,24,24,1,0.842105263
277,277,10/4/10,10,4,2010,P1,Central,9,22,24,0.916666667,0.916666667
277,277,10/4/10,10,4,2010,P1,Central,10,24,24,1,1
277,277,10/4/10,10,4,2010,P1,Central,11,15,24,0.625,0.572916667
277,277,10/4/10,10,4,2010,P1,Central,17,22,24,0.916666667,0.916666667
277,277,10/4/10,10,4,2010,P1,Central,18,12,24,0.5,0.381578947
277,277,10/4/10,10,4,2010,P1,Tortugas,19,4,24,0.166666667,0.138888889
277,277,10/4/10,10,4,2010,P1,Tortugas,20,11,24,0.458333333,0.458333333
277,277,10/4/10,10,4,2010,P1,Tortugas,21,7,24,0.291666667,0.291666667
278,278,10/5/10,10,5,2010,P1,West,1,11,24,0.458333333,0.435416667
278,278,10/5/10,10,5,2010,P1,West,2,9,24,0.375,0.3046875
278,278,10/5/10,10,5,2010,P1,West,4,13,24,0.541666667,0.460416667
278,278,10/5/10,10,5,2010,P1,Central,6,10,24,0.416666667,0.416666667
278,278,10/5/10,10,5,2010,P1,Central,7,20,24,0.833333333,0.833333333
278,278,10/5/10,10,5,2010,P1,Central,8,24,24,1,0.842105263
278,278,10/5/10,10,5,2010,P1,Central,9,22,24,0.916666667,0.916666667
278,278,10/5/10,10,5,2010,P1,Central,10,24,24,1,1
278,278,10/5/10,10,5,2010,P1,Central,11,15,24,0.625,0.572916667
278,278,10/5/10,10,5,2010,P1,Central,17,19,24,0.791666667,0.791666667
278,278,10/5/10,10,5,2010,P1,Central,18,24,24,1,0.763157895
278,278,10/5/10,10,5,2010,P1,Tortugas,19,9,24,0.375,0.3125
278,278,10/5/10,10,5,2010,P1,Tortugas,20,12,24,0.5,0.5
278,278,10/5/10,10,5,2010,P1,Tortugas,21,11,24,0.458333333,0.458333333
279,279,10/6/10,10,6,2010,P1,West,1,16,24,0.666666667,0.633333333
279,279,10/6/10,10,6,2010,P1,West,2,14,24,0.583333333,0.473958333
279,279,10/6/10,10,6,2010,P1,West,4,17,24,0.708333333,0.602083333
279,279,10/6/10,10,6,2010,P1,Central,6,4,24,0.166666667,0.166666667
279,279,10/6/10,10,6,2010,P1,Central,7,15,24,0.625,0.625
279,279,10/6/10,10,6,2010,P1,Central,8,20,24,0.833333333,0.701754386
279,279,10/6/10,10,6,2010,P1,Central,9,19,24,0.791666667,0.791666667
279,279,10/6/10,10,6,2010,P1,Central,10,23,24,0.958333333,0.958333333
279,279,10/6/10,10,6,2010,P1,Central,11,21,24,0.875,0.802083333
279,279,10/6/10,10,6,2010,P1,Central,17,18,24,0.75,0.75
279,279,10/6/10,10,6,2010,P1,Central,18,24,24,1,0.763157895
279,279,10/6/10,10,6,2010,P1,Tortugas,19,9,24,0.375,0.3125
279,279,10/6/10,10,6,2010,P1,Tortugas,20,12,24,0.5,0.5
279,279,10/6/10,10,6,2010,P1,Tortugas,21,12,24,0.5,0.5
280,280,10/7/10,10,7,2010,P1,West,1,20,24,0.833333333,0.791666667
280,280,10/7/10,10,7,2010,P1,West,2,11,24,0.458333333,0.372395833
280,280,10/7/10,10,7,2010,P1,West,4,20,24,0.833333333,0.708333333
280,280,10/7/10,10,7,2010,P1,Central,6,16,24,0.666666667,0.666666667
280,280,10/7/10,10,7,2010,P1,Central,7,20,24,0.833333333,0.833333333
280,280,10/7/10,10,7,2010,P1,Central,8,23,24,0.958333333,0.807017544
280,280,10/7/10,10,7,2010,P1,Central,9,24,24,1,1
280,280,10/7/10,10,7,2010,P1,Central,10,24,24,1,1
280,280,10/7/10,10,7,2010,P1,Central,11,17,24,0.708333333,0.649305556
280,280,10/7/10,10,7,2010,P1,Central,17,23,24,0.958333333,0.958333333
280,280,10/7/10,10,7,2010,P1,Central,18,21,24,0.875,0.667763158
280,280,10/7/10,10,7,2010,P1,Tortugas,19,10,24,0.416666667,0.347222222
280,280,10/7/10,10,7,2010,P1,Tortugas,20,7,24,0.291666667,0.291666667
280,280,10/7/10,10,7,2010,P1,Tortugas,21,10,24,0.416666667,0.416666667
281,281,10/8/10,10,8,2010,P1,West,1,22,24,0.916666667,0.870833333
281,281,10/8/10,10,8,2010,P1,West,2,11,24,0.458333333,0.372395833
281,281,10/8/10,10,8,2010,P1,West,4,19,24,0.791666667,0.672916667
281,281,10/8/10,10,8,2010,P1,Central,6,9,24,0.375,0.375
281,281,10/8/10,10,8,2010,P1,Central,7,17,24,0.708333333,0.708333333
281,281,10/8/10,10,8,2010,P1,Central,8,24,24,1,0.842105263
281,281,10/8/10,10,8,2010,P1,Central,9,23,24,0.958333333,0.958333333
281,281,10/8/10,10,8,2010,P1,Central,10,24,24,1,1
281,281,10/8/10,10,8,2010,P1,Central,11,20,24,0.833333333,0.763888889
281,281,10/8/10,10,8,2010,P1,Central,17,17,24,0.708333333,0.708333333
281,281,10/8/10,10,8,2010,P1,Central,18,23,24,0.958333333,0.731359649
281,281,10/8/10,10,8,2010,P1,Tortugas,19,21,24,0.875,0.729166667
281,281,10/8/10,10,8,2010,P1,Tortugas,20,13,24,0.541666667,0.541666667
281,281,10/8/10,10,8,2010,P1,Tortugas,21,12,24,0.5,0.5
282,282,10/9/10,10,9,2010,P1,West,1,22,24,0.916666667,0.870833333
282,282,10/9/10,10,9,2010,P1,West,2,16,24,0.666666667,0.541666667
282,282,10/9/10,10,9,2010,P1,West,4,23,24,0.958333333,0.814583333
282,282,10/9/10,10,9,2010,P1,Central,6,16,24,0.666666667,0.666666667
282,282,10/9/10,10,9,2010,P1,Central,7,23,24,0.958333333,0.958333333
282,282,10/9/10,10,9,2010,P1,Central,8,24,24,1,0.842105263
282,282,10/9/10,10,9,2010,P1,Central,11,18,24,0.75,0.6875
282,282,10/9/10,10,9,2010,P1,Central,17,9,24,0.375,0.375
282,282,10/9/10,10,9,2010,P1,Central,18,24,24,1,0.763157895
282,282,10/9/10,10,9,2010,P1,Tortugas,19,24,24,1,0.833333333
282,282,10/9/10,10,9,2010,P1,Tortugas,20,7,24,0.291666667,0.291666667
282,282,10/9/10,10,9,2010,P1,Tortugas,21,16,24,0.666666667,0.666666667
283,283,10/10/10,10,10,2010,P1,West,1,21,24,0.875,0.83125
283,283,10/10/10,10,10,2010,P1,West,2,9,24,0.375,0.3046875
283,283,10/10/10,10,10,2010,P1,West,4,20,24,0.833333333,0.708333333
283,283,10/10/10,10,10,2010,P1,Central,6,18,24,0.75,0.75
283,283,10/10/10,10,10,2010,P1,Central,7,23,24,0.958333333,0.958333333
283,283,10/10/10,10,10,2010,P1,Central,8,16,24,0.666666667,0.561403509
283,283,10/10/10,10,10,2010,P1,Central,9,24,24,1,0.953488372
283,283,10/10/10,10,10,2010,P1,Central,10,24,24,1,1
283,283,10/10/10,10,10,2010,P1,Central,17,12,24,0.5,0.5
283,283,10/10/10,10,10,2010,P1,Central,18,24,24,1,0.763157895
283,283,10/10/10,10,10,2010,P1,Tortugas,19,24,24,1,0.833333333
283,283,10/10/10,10,10,2010,P1,Tortugas,20,8,24,0.333333333,0.333333333
283,283,10/10/10,10,10,2010,P1,Tortugas,21,18,24,0.75,0.75
284,284,10/11/10,10,11,2010,P1,West,1,18,24,0.75,0.7125
284,284,10/11/10,10,11,2010,P1,West,2,15,24,0.625,0.5078125
284,284,10/11/10,10,11,2010,P1,West,4,19,24,0.791666667,0.672916667
284,284,10/11/10,10,11,2010,P1,Central,6,12,24,0.5,0.5
284,284,10/11/10,10,11,2010,P1,Central,7,24,24,1,1
284,284,10/11/10,10,11,2010,P1,Central,8,20,24,0.833333333,0.701754386
284,284,10/11/10,10,11,2010,P1,Central,9,24,24,1,0.953488372
284,284,10/11/10,10,11,2010,P1,Central,10,23,24,0.958333333,0.958333333
284,284,10/11/10,10,11,2010,P1,Central,11,23,24,0.958333333,0.8984375
284,284,10/11/10,10,11,2010,P1,Central,17,11,24,0.458333333,0.458333333
284,284,10/11/10,10,11,2010,P1,Central,18,24,24,1,0.763157895
284,284,10/11/10,10,11,2010,P1,Tortugas,19,24,24,1,0.833333333
284,284,10/11/10,10,11,2010,P1,Tortugas,20,14,24,0.583333333,0.583333333
284,284,10/11/10,10,11,2010,P1,Tortugas,21,13,24,0.541666667,0.541666667
285,285,10/12/10,10,12,2010,P1,West,1,21,24,0.875,0.83125
285,285,10/12/10,10,12,2010,P1,West,2,21,24,0.875,0.7109375
285,285,10/12/10,10,12,2010,P1,West,4,13,24,0.541666667,0.460416667
285,285,10/12/10,10,12,2010,P1,Central,6,14,24,0.583333333,0.583333333
285,285,10/12/10,10,12,2010,P1,Central,7,24,24,1,1
285,285,10/12/10,10,12,2010,P1,Central,8,23,24,0.958333333,0.807017544
285,285,10/12/10,10,12,2010,P1,Central,9,18,24,0.75,0.715116279
285,285,10/12/10,10,12,2010,P1,Central,10,23,24,0.958333333,0.958333333
285,285,10/12/10,10,12,2010,P1,Central,11,24,24,1,0.9375
285,285,10/12/10,10,12,2010,P1,Central,17,9,24,0.375,0.375
285,285,10/12/10,10,12,2010,P1,Central,18,24,24,1,0.763157895
285,285,10/12/10,10,12,2010,P1,Tortugas,19,24,24,1,0.833333333
285,285,10/12/10,10,12,2010,P1,Tortugas,20,9,24,0.375,0.375
285,285,10/12/10,10,12,2010,P1,Tortugas,21,14,24,0.583333333,0.583333333
286,286,10/13/10,10,13,2010,P1,West,1,15,24,0.625,0.59375
286,286,10/13/10,10,13,2010,P1,West,2,22,24,0.916666667,0.744791667
286,286,10/13/10,10,13,2010,P1,West,4,12,24,0.5,0.425
286,286,10/13/10,10,13,2010,P1,Central,6,9,24,0.375,0.375
286,286,10/13/10,10,13,2010,P1,Central,7,24,24,1,1
286,286,10/13/10,10,13,2010,P1,Central,8,24,24,1,0.842105263
286,286,10/13/10,10,13,2010,P1,Central,9,24,24,1,0.953488372
286,286,10/13/10,10,13,2010,P1,Central,10,24,24,1,1
286,286,10/13/10,10,13,2010,P1,Central,11,19,24,0.791666667,0.7421875
286,286,10/13/10,10,13,2010,P1,Central,17,13,24,0.541666667,0.541666667
286,286,10/13/10,10,13,2010,P1,Central,18,24,24,1,0.763157895
286,286,10/13/10,10,13,2010,P1,Tortugas,19,24,24,1,0.833333333
286,286,10/13/10,10,13,2010,P1,Tortugas,20,10,24,0.416666667,0.416666667
286,286,10/13/10,10,13,2010,P1,Tortugas,21,13,24,0.541666667,0.541666667
287,287,10/14/10,10,14,2010,P1,West,1,10,24,0.416666667,0.395833333
287,287,10/14/10,10,14,2010,P1,West,2,11,24,0.458333333,0.372395833
287,287,10/14/10,10,14,2010,P1,West,4,9,24,0.375,0.31875
287,287,10/14/10,10,14,2010,P1,Central,6,8,24,0.333333333,0.333333333
287,287,10/14/10,10,14,2010,P1,Central,7,21,24,0.875,0.875
287,287,10/14/10,10,14,2010,P1,Central,8,24,24,1,0.842105263
287,287,10/14/10,10,14,2010,P1,Central,9,19,24,0.791666667,0.754844961
287,287,10/14/10,10,14,2010,P1,Central,10,24,24,1,1
287,287,10/14/10,10,14,2010,P1,Central,11,23,24,0.958333333,0.8984375
287,287,10/14/10,10,14,2010,P1,Central,17,4,24,0.166666667,0.166666667
287,287,10/14/10,10,14,2010,P1,Central,18,24,24,1,0.763157895
287,287,10/14/10,10,14,2010,P1,Tortugas,19,23,24,0.958333333,0.798611111
287,287,10/14/10,10,14,2010,P1,Tortugas,20,11,24,0.458333333,0.458333333
287,287,10/14/10,10,14,2010,P1,Tortugas,21,4,24,0.166666667,0.166666667
288,288,10/15/10,10,15,2010,P1,West,1,17,24,0.708333333,0.672916667
288,288,10/15/10,10,15,2010,P1,West,2,7,24,0.291666667,0.236979167
288,288,10/15/10,10,15,2010,P1,West,4,19,24,0.791666667,0.672916667
288,288,10/15/10,10,15,2010,P1,Central,6,11,24,0.458333333,0.458333333
288,288,10/15/10,10,15,2010,P1,Central,7,22,24,0.916666667,0.916666667
288,288,10/15/10,10,15,2010,P1,Central,8,24,24,1,0.842105263
288,288,10/15/10,10,15,2010,P1,Central,9,24,24,1,0.953488372
288,288,10/15/10,10,15,2010,P1,Central,10,22,24,0.916666667,0.916666667
288,288,10/15/10,10,15,2010,P1,Central,11,23,24,0.958333333,0.8984375
288,288,10/15/10,10,15,2010,P1,Central,17,10,24,0.416666667,0.416666667
288,288,10/15/10,10,15,2010,P1,Central,18,24,24,1,0.763157895
288,288,10/15/10,10,15,2010,P1,Tortugas,19,23,24,0.958333333,0.798611111
288,288,10/15/10,10,15,2010,P1,Tortugas,20,14,24,0.583333333,0.583333333
288,288,10/15/10,10,15,2010,P1,Tortugas,21,15,24,0.625,0.625
289,289,10/16/10,10,16,2010,P1,West,1,16,24,0.666666667,0.633333333
289,289,10/16/10,10,16,2010,P1,West,2,14,24,0.583333333,0.473958333
289,289,10/16/10,10,16,2010,P1,West,4,19,24,0.791666667,0.672916667
289,289,10/16/10,10,16,2010,P1,Central,6,12,24,0.5,0.5
289,289,10/16/10,10,16,2010,P1,Central,7,23,24,0.958333333,0.958333333
289,289,10/16/10,10,16,2010,P1,Central,8,22,24,0.916666667,0.771929825
289,289,10/16/10,10,16,2010,P1,Central,9,24,24,1,0.953488372
289,289,10/16/10,10,16,2010,P1,Central,10,23,24,0.958333333,0.958333333
289,289,10/16/10,10,16,2010,P1,Central,11,22,24,0.916666667,0.859375
289,289,10/16/10,10,16,2010,P1,Central,17,14,24,0.583333333,0.583333333
289,289,10/16/10,10,16,2010,P1,Central,18,24,24,1,0.763157895
289,289,10/16/10,10,16,2010,P1,Tortugas,19,22,24,0.916666667,0.763888889
289,289,10/16/10,10,16,2010,P1,Tortugas,20,11,24,0.458333333,0.458333333
289,289,10/16/10,10,16,2010,P1,Tortugas,21,16,24,0.666666667,0.666666667
290,290,10/17/10,10,17,2010,P1,West,1,14,24,0.583333333,0.554166667
290,290,10/17/10,10,17,2010,P1,West,2,12,24,0.5,0.40625
290,290,10/17/10,10,17,2010,P1,West,4,15,24,0.625,0.53125
290,290,10/17/10,10,17,2010,P1,Central,6,21,24,0.875,0.875
290,290,10/17/10,10,17,2010,P1,Central,7,24,24,1,1
290,290,10/17/10,10,17,2010,P1,Central,8,24,24,1,0.842105263
290,290,10/17/10,10,17,2010,P1,Central,9,20,24,0.833333333,0.794573643
290,290,10/17/10,10,17,2010,P1,Central,10,24,24,1,1
290,290,10/17/10,10,17,2010,P1,Central,11,24,24,1,0.9375
290,290,10/17/10,10,17,2010,P1,Central,17,5,24,0.208333333,0.208333333
290,290,10/17/10,10,17,2010,P1,Central,18,24,24,1,0.763157895
290,290,10/17/10,10,17,2010,P1,Tortugas,19,24,24,1,0.833333333
290,290,10/17/10,10,17,2010,P1,Tortugas,20,10,24,0.416666667,0.416666667
290,290,10/17/10,10,17,2010,P1,Tortugas,21,14,24,0.583333333,0.583333333
291,291,10/18/10,10,18,2010,P1,West,1,10,24,0.416666667,0.395833333
291,291,10/18/10,10,18,2010,P1,West,2,21,24,0.875,0.7109375
291,291,10/18/10,10,18,2010,P1,West,4,15,24,0.625,0.53125
291,291,10/18/10,10,18,2010,P1,Central,6,24,24,1,1
291,291,10/18/10,10,18,2010,P1,Central,7,24,24,1,1
291,291,10/18/10,10,18,2010,P1,Central,8,20,24,0.833333333,0.701754386
291,291,10/18/10,10,18,2010,P1,Central,9,24,24,1,0.953488372
291,291,10/18/10,10,18,2010,P1,Central,10,20,24,0.833333333,0.833333333
291,291,10/18/10,10,18,2010,P1,Central,11,24,24,1,0.9375
291,291,10/18/10,10,18,2010,P1,Central,17,7,24,0.291666667,0.291666667
291,291,10/18/10,10,18,2010,P1,Central,18,24,24,1,0.763157895
291,291,10/18/10,10,18,2010,P1,Tortugas,19,24,24,1,0.833333333
291,291,10/18/10,10,18,2010,P1,Tortugas,20,15,24,0.625,0.625
291,291,10/18/10,10,18,2010,P1,Tortugas,21,10,24,0.416666667,0.416666667
292,292,10/19/10,10,19,2010,P1,West,1,4,24,0.166666667,0.158333333
292,292,10/19/10,10,19,2010,P1,West,2,15,24,0.625,0.5078125
292,292,10/19/10,10,19,2010,P1,West,4,15,24,0.625,0.53125
292,292,10/19/10,10,19,2010,P1,Central,6,24,24,1,1
292,292,10/19/10,10,19,2010,P1,Central,7,23,24,0.958333333,0.958333333
292,292,10/19/10,10,19,2010,P1,Central,8,24,24,1,0.842105263
292,292,10/19/10,10,19,2010,P1,Central,9,24,24,1,0.953488372
292,292,10/19/10,10,19,2010,P1,Central,10,24,24,1,1
292,292,10/19/10,10,19,2010,P1,Central,11,23,24,0.958333333,0.8984375
292,292,10/19/10,10,19,2010,P1,Central,17,8,24,0.333333333,0.333333333
292,292,10/19/10,10,19,2010,P1,Central,18,24,24,1,0.763157895
292,292,10/19/10,10,19,2010,P1,Tortugas,19,24,24,1,0.833333333
292,292,10/19/10,10,19,2010,P1,Tortugas,20,8,24,0.333333333,0.333333333
292,292,10/19/10,10,19,2010,P1,Tortugas,21,12,24,0.5,0.5
293,293,10/20/10,10,20,2010,P1,West,1,17,24,0.708333333,0.672916667
293,293,10/20/10,10,20,2010,P1,West,2,15,24,0.625,0.5078125
293,293,10/20/10,10,20,2010,P1,West,4,18,24,0.75,0.6375
293,293,10/20/10,10,20,2010,P1,Central,6,24,24,1,1
293,293,10/20/10,10,20,2010,P1,Central,7,24,24,1,1
293,293,10/20/10,10,20,2010,P1,Central,8,23,24,0.958333333,0.807017544
293,293,10/20/10,10,20,2010,P1,Central,9,21,24,0.875,0.834302326
293,293,10/20/10,10,20,2010,P1,Central,10,23,24,0.958333333,0.958333333
293,293,10/20/10,10,20,2010,P1,Central,11,20,24,0.833333333,0.78125
293,293,10/20/10,10,20,2010,P1,Central,18,23,24,0.958333333,0.731359649
293,293,10/20/10,10,20,2010,P1,Tortugas,19,20,24,0.833333333,0.694444444
293,293,10/20/10,10,20,2010,P1,Tortugas,20,8,24,0.333333333,0.333333333
293,293,10/20/10,10,20,2010,P1,Tortugas,21,7,24,0.291666667,0.291666667
294,294,10/21/10,10,21,2010,P1,West,1,23,24,0.958333333,0.910416667
294,294,10/21/10,10,21,2010,P1,West,2,18,24,0.75,0.609375
294,294,10/21/10,10,21,2010,P1,West,4,20,24,0.833333333,0.708333333
294,294,10/21/10,10,21,2010,P1,Central,6,22,24,0.916666667,0.916666667
294,294,10/21/10,10,21,2010,P1,Central,7,21,24,0.875,0.875
294,294,10/21/10,10,21,2010,P1,Central,8,23,24,0.958333333,0.807017544
294,294,10/21/10,10,21,2010,P1,Central,9,24,24,1,0.953488372
294,294,10/21/10,10,21,2010,P1,Central,10,24,24,1,1
294,294,10/21/10,10,21,2010,P1,Central,11,24,24,1,0.9375
294,294,10/21/10,10,21,2010,P1,Central,17,0,24,0,0
294,294,10/21/10,10,21,2010,P1,Central,18,24,24,1,0.763157895
294,294,10/21/10,10,21,2010,P1,Tortugas,19,22,24,0.916666667,0.763888889
294,294,10/21/10,10,21,2010,P1,Tortugas,20,11,24,0.458333333,0.458333333
294,294,10/21/10,10,21,2010,P1,Tortugas,21,10,24,0.416666667,0.416666667
295,295,10/22/10,10,22,2010,P1,West,1,11,24,0.458333333,0.435416667
295,295,10/22/10,10,22,2010,P1,West,2,15,24,0.625,0.5078125
295,295,10/22/10,10,22,2010,P1,West,4,17,24,0.708333333,0.602083333
